table,outcome,tau,tau_bc,se_cl,se_rb,p_rb,Mean,h_l,h_r,N,N_l,N_r
1,d_pubs_dest_post,.3137659521361412,.3133306021002622,.0596095149919435,.0621246294993181,4.56899177898e-07,.6145015105740181,2.946405175524299,2.946405175524299,40985,3463,2959
1,d_pubs_in_dest_aff_post_5,.407776810459472,.4155514277230347,.0607356527793992,.0634064953115433,5.61032976583e-11,.511742892459827,2.887376960130069,2.887376960130069,40985,3383,2913
1,d_pubs_outside_both_5,.0517921462055464,.0584662493763357,.068795760315656,.0754940120807387,.438665416621315,.3099974166881942,3.405088804041012,3.405088804041012,40985,4025,3332
1,mob_linkedin_post,.2608677331081733,.2586841380449749,.0566838769577555,.0591016630976944,.0000120359845856,.6419790104947526,2.963539976125878,2.963539976125878,40985,3487,2978
2,coauths_count_post,10.37215839738777,11.04293512743754,4.288095107204322,4.845354906363654,.0226625105105363,33.65524193548387,3.865270358784141,3.865270358784141,40985,4602,3702
2,fwci_post,.7558453426680796,.8592952901850026,1.058844153958637,1.15926982398281,.4585489142507622,9.513438522722414,3.583601410145439,3.583601410145439,40985,4245,3489
2,main_jif_post,2.382324159336541,2.427916770017106,1.776392431146198,1.983216250829074,.2208647259389087,20.64708487926279,4.080722929100975,4.080722929100975,40985,4900,3884
2,main_post,2.059531509273547,2.135156336710017,1.47040395283168,1.585924567090185,.1782004821786952,11.86380027739251,3.178139562064321,3.178139562064321,40985,3765,3160
